Imię,Nazwisko,PESEL
TERESA,PTASZYŃSKA,11211397601
DANUTA,GARBACZ,69021692382
ADAM,RAKOCZY,75021516430
WIOLETTA,FORTUNA,13220742827
URSZULA,PROKOP,72041738020
ZOFIA,MILCZAREK,94092386526
ARTUR,LENARTOWICZ,78112310371
RADOSŁAW,MUCHA,03270817055
LAURA,MRÓWKA,51103156369
BOŻENA,KRASIŃSKA,05262284601
WANDA,MALINOWSKA,09292627681
EMILIA,WĘGLARZ,65082557002
JUSTYNA,JURCZYK,50011556407
OLIWIA,WŁODARCZYK,76101986260
KACPER,KRASOŃ,99020787891
KATARZYNA,KOTAS,56022834686
KRZYSZTOF,MISZCZAK,79073018216
MARTYNA,WALCZAK,04220772343
MARCIN,TOMCZAK,66091853855
DAWID,RYBCZYŃSKI,88032872435
KAROLINA,LUBIŃSKI,12240303984
ROMAN,CAŁKA,98110680892
MARZENA,ŻUKOWSKA,91102179303
JACEK,WICHER,76042219775
KATARZYNA,KOSIŃSKA,01222105340
ZDZISŁAW,CHUDA,71121105495
NATALIA,KOSIOR,01271659043
HUBERT,RADECKI,06250225374
STEFANIA,STANISZEWSKI,11282856609
ARTUR,GAJDA,99051803472
AGNIESZKA,DANIEL,61060178461
MAGDALENA,KRAUZE,14221167822
ZBIGNIEW,STAŃCZAK,11310961039
MARIOLA,KONARSKA,72032651242
DANUTA,BILIŃSKA,00221019986
MIROSŁAW,WOJTKOWSKA,60061898819
EDMUND,GUZIK,65051817276
STEFAN,WIECZOREK,82101047953
ALINA,NIEMCZYK,75042246125
ZYGMUNT,NAPORA,74110201710
JUSTYNA,KOŁODZIEJCZYK,09281776323
MONIKA,KSIĄŻEK,17290597743
OLIWIA,WASIAK,16232765802
KRZYSZTOF,BARTCZAK,86082233099
STANISŁAWA,DUSZA,68021844300
LIDIA,KOCH,08322342529
CECYLIA,PASTUSZKA,10210726380
LAURA,CICHY,52113061146
OLIWIER,MAĆKOWIAK,61041030775
ROZALIA,MAKSYMIUK,70081896580
KRZYSZTOF,GÓRZYŃSKA,65100902076
WIESŁAW,PŁONKA,14220766299
GENOWEFA,LITWIN,11290233106
MARIUSZ,BĄKOWSKI,14322579872
FRANCISZKA,KOSSAKOWSKA,80010515761
ANDRII,MARCINIAK,78030673817
WERONIKA,WNĘK,68122148468
IVAN,MROZIK,08321872333
NATALIIA,PIETKIEWICZ,56083164629
TADEUSZ,KUKLIŃSKA,74102507950
OLGA,PACEK,11270154500
MACIEJ,STAWARZ,51092459339
ADAM,GRUDZIŃSKA,99071238391
JULIA,SĘKOWSKA,10270626129
MARIANNA,KARBOWSKI,82020743064
TERESA,KALISZ,71102499326
IRENEUSZ,IWANOWSKI,94031275971
STEFAN,WOŁOSZYN,75120756072
JACEK,PIASKOWSKA,76111201430
IZABELA,KLIMASZEWSKI,72033043866
LIDIA,PIETRASZEK,54091520781
EUGENIA,SKIBIŃSKI,06301130709
JADWIGA,BORYS,87010553623
JAROSŁAW,CHOWANIEC,93062801195
VOLODYMYR,ZAREMBA,94032610074
EUGENIA,PIĄTEK,03272498326
KAROLINA,KUNA,84030450006
WIKTOR,STĘPIEŃ,80022628671
KRZYSZTOF,FILIPCZAK,54102192994
GENOWEFA,KOPCZYŃSKA,94020433124
MARIOLA,KASIŃSKA,01261333988
HALINA,KLONOWSKI,02280878560
URSZULA,ROŻEK,19312654728
DMYTRO,SAS,07222667118
SŁAWOMIR,BUGAJSKA,58070749770
GENOWEFA,SITEK,53052809387
SŁAWOMIR,KIEŁBASA,75011725053
KAROL,PIĄTKOWSKI,70052454911
MATEUSZ,STEFANOWICZ,03320654836
MARIAN,MIKULSKI,14301404298
EDYTA,KARCZEWSKI,07272776501
ROMAN,CHĘCIŃSKA,81122931715
KINGA,ŻOCHOWSKA,84062513746
BRONISŁAW,BOROWIEC,61010319692
ROZALIA,KWAŚNIK,04300679924
AMELIA,DUSZA,81080659324
JOLANTA,BARTKIEWICZ,69072572727
DAMIAN,KOTECKA,64072065178
ANDRII,KOŁODZIEJ,08261988873
KRYSTIAN,MAJ,68090286492
JADWIGA,CHOJNACKI,58061130026
BOŻENA,KOLASIŃSKA,85030653963
MIŁOSZ,PUCHAŁA,97032439274
EMILIA,KRASOŃ,17322187081
LUCYNA,MĄDRY,60060925080
MICHAŁ,PLISZKA,73091767976
GRZEGORZ,KLIMASZEWSKI,01281905435
FRANCISZEK,JĘDRZEJEWSKI,52110774311
JAROSŁAW,TERLECKA,82050234091
ELŻBIETA,GACEK,77112792521
JÓZEF,KULPA,56010950112
MAŁGORZATA,TABOR,01222727104
REGINA,REGULSKA,07242317367
HANNA,JEDYNAK,91092648984
HENRYKA,BARAN,04292040447
MARCIN,WASIK,71082366353
MARIANNA,TARASIUK,76040834909
AGNIESZKA,PACHOLSKI,91122571381
SZYMON,PRUSAK,02242858513
LUCYNA,LITWIN,17300214268
ANIELA,DAWIDOWSKI,04212630721
JAROSŁAW,KOPACZ,51043008612
GRZEGORZ,PIĘTA,01230468574
ANDRII,MACIĄG,59040853457
PAWEŁ,SABAT,94092915656
PAWEŁ,LITWIN,79021383814
MAGDALENA,PODGÓRSKI,67071732481
MARIAN,OLEK,59022797537
MIŁOSZ,OSIECKI,67052009777
ALICJA,KASPERSKI,95092831641
FILIP,KAŹMIERCZAK,64111259799
GABRIELA,CHOLEWA,15222365264
KAZIMIERA,KULAS,78080991626
KAROL,PIELA,18292700793
DARIUSZ,JAWORSKI,15253057059
MARIANNA,KALEMBA,95110563785
JAROSŁAW,ROSZKOWSKA,15312190914
MIROSŁAWA,PACHOLSKA,92081271909
FRANCISZKA,WALICKA,17241392724
BOŻENA,ŻELAZNA,50122307402
JAKUB,POŹNIAK,53122922475
MONIKA,KASZA,74101020849
JULIAN,MROZOWSKI,56091589171
VOLODYMYR,FIJOŁEK,84020836331
KLAUDIA,POŹNIAK,88070147100
GRAŻYNA,NOWIŃSKA,18271165342
ADAM,ŁUKASZEWICZ,70021165257
DANIEL,BONDAR,54020964758
WIESŁAWA,GÓRSKA,58113082602
ANETA,POGORZELSKI,95071651802
IZABELA,BOREK,95110121943
ŁUKASZ,NOWAK,60092591158
ANDRZEJ,FERENC,11262652876
ANETA,BOBER,00292311022
CECYLIA,WASILEWSKA,07291601464
KINGA,PIWOŃSKA,55052659382
STANISŁAWA,KALIŃSKI,97102893144
BOGUSŁAW,JĘDRZEJEWSKA,16322341776
GRAŻYNA,KRYGIER,71070184705
IGNACY,SZEWCZYK,97022862013
DAWID,MIKOŁAJEWSKA,89071893892
ŁUKASZ,PŁONKA,04233067177
NATALIA,LUDWICZAK,09250784940
VOLODYMYR,KUR,65040991974
VOLODYMYR,GWÓŹDŹ,11220121596
NATALIIA,WARCHOŁ,64111493065
JÓZEFA,FRANKIEWICZ,09281874625
MICHALINA,ŚLEDŹ,06212308105
FILIP,ĆWIKLIŃSKA,86070418314
SYLWESTER,GUZ,12251811515
KAROLINA,TABAKA,77111508909
CZESŁAWA,SAKOWSKI,52012965202
JULIA,KOBUS,14280317941
ANTONI,STEFANOWICZ,57020683234
MARTA,KOPIEC,15302232280
TERESA,PÓŁTORAK,98070209083
LENA,KONDRACKA,79041434963
STANISŁAWA,WILCZEWSKI,63031857326
IVAN,KĄKOL,95010574076
OLIWIA,MIKOŁAJEWSKI,81021178242
AMELIA,KRASIŃSKA,59030988402
MIECZYSŁAW,ZIEMBA,98061198974
MARIUSZ,ŁĄCKA,14311219958
ZENON,WĄSIK,74090718253
BOLESŁAW,SOLECKI,84111606551
IGOR,KIELAR,16232083531
WIESŁAW,WOJTASIK,89061727453
LEON,WASIELEWSKA,04281076435
SZYMON,CIESZYŃSKI,79082618678
EUGENIA,STACHURSKI,51091038007
BOLESŁAW,JAKUBIAK,17272737691
KAMIL,GAJEK,16321678316
JAKUB,GRZYWACZ,63103119813
SZYMON,KLIMCZAK,77030231573
BOŻENA,WOŹNICA,76091310489
ZUZANNA,BADURA,74112730025
KAMILA,BIERNAT,70103124987
CECYLIA,DUDZIŃSKI,06322697762
KACPER,BABIŃSKI,55020101611
DMYTRO,OLSZAK,56011577291
BARTOSZ,JANECKI,00262630391
NIKODEM,SOWA,19302965371
OLIWIER,RAKOWSKA,84081439690
ADRIAN,CISOWSKA,78101331859
LEON,SOBIECH,53040636090
BOGUSŁAW,TRZCIŃSKI,11253161192
ZDZISŁAW,WOŹNIAK,19270721674
ROBERT,ŚWIĄTEK,99081248531
WITOLD,ROKICKI,78051935352
URSZULA,KOZUB,82010900765
MARIANNA,GRZYWACZ,52072977807
ELŻBIETA,KRAKOWIAK,79091849261
MIROSŁAWA,KWIATEK,76032574402
PIOTR,FIRLEJ,93090932012
STEFANIA,SKRZYŃSKI,60042669920
OLIWIER,ŻABA,61033020113
CZESŁAW,WOJCIECHOWSKI,64022174271
BOLESŁAW,ADAMEK,51053096793
JERZY,JANICKI,59091770297
EDMUND,MRÓZ,72022120932
KAMILA,WŁODARCZYK,11221374962
MIECZYSŁAW,TRUSZKOWSKA,75010419672
BOGUMIŁA,NOSEK,74061983068
MACIEJ,MACH,14310960572
DOROTA,PTASZYŃSKA,63030165848
BARTŁOMIEJ,BIERNAT,71021331415
KRZYSZTOF,KASPERSKA,18242698994
SŁAWOMIR,KOZIŃSKI,77112877534
JADWIGA,NIEWĘGŁOWSKI,95090437481
EWA,GRZESIK,90082762464
KAZIMIERZ,LACHOWSKA,69040624058
DMYTRO,SZCZĘSNY,66111430815
BARTŁOMIEJ,GRZESIAK,56083117771
KAROLINA,BARAN,08222064820
EMILIA,CZERWIŃSKI,70070731788
BOGUMIŁA,JURASZEK,52100434669
MICHALINA,JAROSZEWSKA,16301425329
HENRYKA,DZIURA,83101230404
DANIEL,KARAŚ,61022391772
MONIKA,SUDOŁ,65052544485
JADWIGA,GORCZYCA,67062304385
HALINA,ŁATA,52110837081
ANTONINA,KUSTRA,56021707127
JAN,LEWANDOWSKI,97062242477
WIOLETTA,BAJOR,01302159487
ROZALIA,URBAN,09281021508
HELENA,BUCZEK,17232559684
MAGDALENA,WILCZAK,54022009583
JAROSŁAW,RUTKOWSKA,57033134493
PRZEMYSŁAW,PAWLUK,82091197296
JULIA,KNAPIK,00300759446
MAJA,TOMASZEK,95121690283
GENOWEFA,MATEJA,56121410125
PRZEMYSŁAW,WYSOKIŃSKI,92050854098
STANISŁAWA,GRZYBOWSKA,72020168743
IGOR,BIELSKI,19292813311
DOMINIKA,GORZKOWSKA,56041932509
CZESŁAW,PIÓRKOWSKA,78061835073
NIKOLA,POLAKOWSKA,17261571082
VOLODYMYR,PUCHAŁA,70080216134
IWONA,WOLAK,90030560069
JANUSZ,BOGUSŁAWSKI,67122877598
VOLODYMYR,SITARZ,64042613439
SZYMON,GRUSZECKA,10272767394
JANINA,MIAZGA,13290234408
GRZEGORZ,JEŻEWSKA,03253114591
DOROTA,SZEWCZAK,07221980782
JÓZEFA,GAWRON,90081780520
VOLODYMYR,OCHMAN,00270691232
OLGA,LESIAK,19212356344
OLIWIER,DĘBSKA,82072173736
ARTUR,MOŚCICKI,11302498952
IGNACY,JANIAK,99053001175
WIKTORIA,SZMIT,05300419301
PAWEŁ,FRANKOWSKA,81053041110
SZYMON,GRAD,05290839332
LIDIA,RUDZKA,73061010941
EDMUND,BĘBEN,93022111454
WŁODZIMIERZ,BOROŃ,01262673959
CECYLIA,STRUZIK,51090734348
ZENON,ROSIAK,87070599573
MARCEL,SABAT,50081686097
KACPER,SYPNIEWSKA,88062464194
HUBERT,SZOSTAK,08281396591
TETIANA,MROWIEC,17281580789
OLENA,KOWALCZYK,63022519040
BOGUSŁAW,SIUDA,62033150772
ARTUR,NIEDZIELSKI,80081601859
ALICJA,KULESZA,55050727021
WŁADYSŁAW,DRZAZGA,04270458415
MARCEL,WOJEWODA,69121962196
EDYTA,SZUBA,60061362864
BARTOSZ,ŻMIJEWSKI,14250481490
MARCEL,WILK,67111790873
IRENEUSZ,KUBICKA,18211242795
STEFAN,RYBACKI,66100846195
WALDEMAR,KRZYWICKA,67062908671
SEBASTIAN,PORADA,54091883257
JADWIGA,GÓRNIK,60062124623
KAZIMIERZ,CHRZANOWSKI,19281058039
WIKTORIA,JARZĄBEK,91112391702
MAREK,KARCZEWSKI,99042966355
ANDRII,ZIÓŁKOWSKI,06271413077
AGATA,MĄCZYŃSKA,91100903342
GABRIELA,SPYRA,51042959063
ANTONINA,WILIŃSKA,17322291405
OLENA,ZIÓŁKOWSKA,15291826563
WŁODZIMIERZ,BĘBENEK,95041699557
JANINA,GRUSZECKA,15233005920
BOŻENA,SIKORSKI,05221934183
EDWARD,SKALSKI,80100972995
OLIWIA,WALA,19232721166
VOLODYMYR,OPALIŃSKA,53042504496
KINGA,KLEPACKI,85112715389
GABRIELA,ZDROJEWSKA,16311000062
SZYMON,ROMAŃSKA,74030667896
WŁADYSŁAW,PŁÓCIENNIK,73090561878
ANNA,STELMACH,88022303125
KAROL,SZMIT,06272444335
DANUTA,DOMINIK,01312374940
MARIANNA,GĄSIOROWSKA,70050431228
LENA,PACIOREK,97082033220
JAKUB,SOBCZYŃSKA,82122443231
LIDIA,BARTCZAK,02231579120
ALEKSANDER,ANDRZEJCZAK,08221130214
ALICJA,MATUSIK,92050416526
PAULINA,MAREK,51062607586
DAMIAN,GRUDZIŃSKI,18241235170
JULIAN,STASIK,78012512596
LIDIA,BILSKA,74100767763
WERONIKA,FLORCZYK,04230168383
WERONIKA,PAWEŁCZYK,83061482644
JANUSZ,KASZA,84121370211
MAKSYMILIAN,JACKOWSKI,79010803518
JAROSŁAW,MIKOŁAJCZAK,58120462691
KATARZYNA,DUTKA,70061700366
MARCIN,KOZAKIEWICZ,65062333334
DOMINIKA,DRZAZGA,16292835424
DOMINIKA,GÓRSKA,02241786743
ZYGMUNT,SZYMANIAK,16260682698
DOMINIKA,WSZOŁEK,55121887421
JULIAN,RUSIN,61120533195
RYSZARD,PNIEWSKA,01241641131
FRANCISZEK,DUDKA,06272272178
NIKOLA,MARCZAK,73051536329
PRZEMYSŁAW,WYRZYKOWSKA,79062384573
ALINA,ZAJDEL,16213199121
IRENEUSZ,GAŁKA,51042755492
PATRYK,KAWALEC,11232749393
ZBIGNIEW,BOROWIK,18300495196
SYLWIA,SZUBERT,60013137289
LEON,RYCHLIK,12270708317
IRYNA,POPOVA,89062548141
OLEKSANDR,BARCZYK,60061262591
WŁODZIMIERZ,LENARTOWICZ,94090379658
EDMUND,BARTCZAK,90090934891
ANNA,DZIĘGIELEWSKI,69122228527
MARCEL,KARASIŃSKA,53092380671
MACIEJ,DMOCHOWSKA,86051658157
IZABELA,BUGAJSKA,01242021101
URSZULA,SUDOŁ,57030832301
KLAUDIA,REGULSKA,02311705823
ROMAN,SZEWCZAK,05231692714
EDMUND,KASPRZYCKI,80122722316
MARZENA,GĄSKA,89121062528
JULIAN,BODNAR,79110618355
MARIOLA,TRZASKA,60072196146
ŁUCJA,BURZYŃSKA,16300778428
CECYLIA,DEREŃ,53010977725
KAROL,SITEK,19210267879
HENRYKA,WIŚNIEWSKA,90032347545
LESZEK,LYSENKO,69022186233
ANETA,MYŚLIŃSKI,51071386146
WIOLETTA,MALISZEWSKI,96072481780
MAŁGORZATA,MOTYL,67031028764
RADOSŁAW,DOBRZAŃSKI,86062375630
EUGENIA,MUSIAŁ,97061779264
STANISŁAWA,WSZOŁEK,90102144586
AMELIA,FIJAŁKOWSKI,89083010164
GRAŻYNA,GŁUCH,79041913626
ANTONINA,CIOŁEK,82070694846
FRANCISZEK,KRYSZTOFIAK,06300942657
KRYSTYNA,SUŁKOWSKI,01320354022
JUSTYNA,KAPUŚCIŃSKA,98090249582
RENATA,SUSKA,74012561844
TOMASZ,MICHAŁEK,72043064833
PAULINA,MAJCHROWSKI,69012740366
JOLANTA,WÓJCIAK,59081076989
MAŁGORZATA,ŻUREK,00232636943
IRENA,PIWOŃSKA,74021273567
LESZEK,PLEWA,95072874798
ZDZISŁAW,KAIM,19290254093
KAMIL,KARASIŃSKI,66060880194
ZYGMUNT,LIPSKI,57083023053
WACŁAW,WOLNY,91050297377
EDYTA,BRYL,64030745988
IGOR,KURZAWA,04212165614
HENRYK,WÓJCIAK,80081840137
DARIA,KĘDZIA,13321873741
PATRYK,WÓJTOWICZ,60090833919
DOROTA,OLESIŃSKA,73072314526
MARTA,PUCHAŁA,95061025804
TERESA,RYBA,52040574867
KACPER,JAMRÓZ,64021484610
SZYMON,POZNAŃSKA,17262634874
WIKTORIA,FILA,17312015042
AGATA,ŁUKOMSKI,69071912643
WIKTOR,SZYMANIAK,73060160630
OLIWIER,MAJEWSKA,84062975317
ŁUCJA,KRÓL,66051293561
IRENEUSZ,JURKIEWICZ,71110964290
EDWARD,KURKOWSKI,05302454559
JULIAN,DRĄG,05281410030
TADEUSZ,BIELICKI,06241647378
IZABELA,PRZYBYLAK,79032014707
ZENON,GĄSKA,74112258338
MATEUSZ,GŁĄB,73052830132
WIKTORIA,KRZYSZTOFIK,00302552962
LEOKADIA,SAVCHUK,57061394902
NATALIIA,PANKOWSKA,05281949521
EUGENIUSZ,KULIKOWSKA,00312453875
MILENA,JURCZYK,76070119681
MONIKA,JURCZYK,01302081580
ZOFIA,ŁAWNICZAK,00321906184
WOJCIECH,KUPCZAK,05270359911
AMELIA,MIERZWA,60011713467
KONRAD,ANDRZEJEWSKA,74011640470
WIKTORIA,SARNA,94122243148
BOŻENA,LISOWSKA,05272526065
EDMUND,BOGDAN,00241392696
FRANCISZEK,KRAUZE,54052255277
MICHAŁ,TARKOWSKA,00290214594
WACŁAW,RATAJCZAK,70012831053
AGNIESZKA,SOBKOWIAK,55061406122
MARIA,ŁAGOWSKA,98071556108
CECYLIA,KULCZYCKI,07321832709
MARIANNA,KISZKA,77020490603
KRYSTYNA,RÓG,08252767849
JAKUB,STRZELCZYK,74020409239
ŁUCJA,PAJOR,97021493245
MAJA,BODNAR,68041885848
HALINA,SZOPA,00301593188
DARIUSZ,MŁYNARSKI,99091368054
KLAUDIA,BOCIAN,17272699205
SABINA,PANKIEWICZ,53050607284
SYLWESTER,STĘPNIEWSKI,07292364197
WOJCIECH,KOCHAŃSKA,19241683536
WŁADYSŁAWA,RUDZKI,64022852944
MARZENA,MATEJA,52110257924
KLAUDIA,BIELSKI,86030738584
FRANCISZKA,KUPIS,60120668168
EDYTA,SAŁEK,03290429344
SZYMON,GÓRSKA,91041138050
BOGUMIŁA,LISZEWSKI,12312629541
WALDEMAR,SZYMANOWSKA,08251112336
JÓZEFA,RYCHLIK,91033052166
MILENA,WÓJTOWICZ,87102758202
FRANCISZKA,CEGIELSKA,87030787509
EDYTA,SŁOMKA,84101652766
ZBIGNIEW,CZOP,07311286354
BARBARA,STACHURA,56061078360
MARCEL,RUDZIŃSKA,79030974755
WANDA,MIECZKOWSKA,05240292725
RENATA,FLIS,80042664060
BRONISŁAW,SKOCZYLAS,94051530953
OLENA,GUT,62040823328
MAREK,PIETRASIK,73021013735
KRYSTYNA,KRUSZYŃSKI,62020539805
JÓZEF,KOZIK,80032624579
ALEKSANDRA,FERENC,92053139729
MARTYNA,CISEK,81100774020
LEOKADIA,GONTARZ,88041259146
MARTA,DZIĘGIELEWSKI,65070380568
STEFAN,ŻACZEK,56110116236
DAMIAN,TARKA,60022276753
WIESŁAW,POLOK,13262587310
DOROTA,KARWOWSKA,11270876248
MIŁOSZ,KUŹNIAR,61123000492
MIŁOSZ,KLIMOWICZ,87030591670
ANTONI,MACIEJCZYK,70051583092
WŁODZIMIERZ,ZYCH,18263065953
TOMASZ,ADAMCZAK,19270623778
MAGDALENA,BANACH,11250348824
JERZY,KOŚCIELNIAK,85083047490
KRYSTYNA,GRALA,79053032122
KINGA,KUBIAK,55062726524
ARKADIUSZ,KACZMARSKI,59010528732
MARTYNA,WACHOWICZ,65090844123
KRZYSZTOF,CICHY,00292746390
JAKUB,TERLECKA,97010954218
AMELIA,KOZUB,97020218045
NATALIA,MROZEK,10211392722
ANETA,CZARNOTA,92091866409
PAULINA,STUDZIŃSKI,82021616206
MIECZYSŁAW,MIŁEK,84062863797
PATRYK,BAŃKOWSKA,98012318473
HUBERT,JANICKI,06310844837
OSKAR,WALA,94012921435
WIKTORIA,BARON,60041304002
IRENA,BRZÓSKA,54080672068
MARCEL,SIERADZKA,94101401178
JUSTYNA,PIÓRO,90070559724
EWELINA,GĄSKA,96081387309
DANIEL,KRZEMIŃSKI,67090773494
ZYGMUNT,LISIECKA,85052665357
HENRYKA,MAJKA,85112245963
WANDA,SADKOWSKI,05290351762
BOLESŁAW,SZATKOWSKI,68100886696
ANTONINA,PAWELEC,96092033187
STANISŁAWA,STOPA,63062521209
WACŁAW,RYBICKA,14241078296
SZYMON,WĄS,13222761158
JERZY,NIEWIADOMSKI,97020754635
KACPER,MARKOWSKA,50032622976
KONRAD,BARCZAK,65081532019
DOROTA,ŁUKOMSKI,54081774103
BRONISŁAWA,GOLA,87012817846
ALICJA,ŁUKASIK,98042393741
MONIKA,PANKOWSKA,13221520268
KAMILA,ZATORSKI,01291963425
MARCIN,GROCHOWSKI,60120895335
CZESŁAWA,GÓRALCZYK,75060940849
ZUZANNA,DRĄG,97042373342
CECYLIA,FILIPCZAK,97101852647
ROMAN,JANOWICZ,79022287711
KAZIMIERZ,ANTONIUK,78122605979
DAWID,BIERNAT,09241423139
EUGENIUSZ,KRUKOWSKI,88091174176
SABINA,SZEWC,72071260500
LUCYNA,PYKA,13241695287
BRONISŁAWA,OSIECKI,57022631686
SEBASTIAN,ADAMCZEWSKA,02250792454
JOLANTA,OGONOWSKA,88121017187
ROBERT,KUBICA,99062411918
MAGDALENA,PAJĄK,80082323725
EUGENIA,RACHWAŁ,96091716160
ANDRZEJ,KACZMARSKI,89081569998
MAKSYMILIAN,GAWRYŚ,92081016414
AGNIESZKA,SALA,00222504401
LUCYNA,BILSKI,16221313920
JULIAN,SUCHODOLSKI,81011961032
ŁUCJA,KOZAKIEWICZ,77062342100
MIROSŁAW,CYWIŃSKI,50040762190
OLEKSANDR,GAŁKA,93080525730
JACEK,CZERWONKA,77060393436
JULIA,GRZEGORCZYK,65111469168
MICHAŁ,WÓJCIK,58040908457
ARKADIUSZ,PRZYBOROWSKI,85072356899
KAMIL,DĘBSKA,00310947071
STANISŁAW,ZATORSKI,93060241036
ANIELA,SÓJKA,13261923928
WIESŁAW,GARBACZ,98072662219
MIŁOSZ,JELONEK,59062055538
DMYTRO,LACH,74080619959
ANDRZEJ,SZMIT,10322591315
BOGUMIŁA,DEREŃ,57020896869
JUSTYNA,WEBER,15220505286
WERONIKA,CYWIŃSKA,01242666988
EDMUND,WIDERA,75083165638
KLAUDIA,PORĘBSKI,68061376249
ZYGMUNT,KASPRZAK,06210274770
REGINA,ŚWIERCZYŃSKA,14231151220
WOJCIECH,NOWACKI,66121294494
WALDEMAR,KUREK,70011834750
OSKAR,RUDZKA,67062408379
KAMILA,MOKRZYCKI,56022099904
BOGUSŁAW,GRUDZIŃSKI,10281186634
ROBERT,DMOCHOWSKI,95051009917
GRZEGORZ,NOCOŃ,00270976911
DOMINIK,KOŁEK,97013177157
MARIAN,NOWACZYK,85121633135
CECYLIA,CHOIŃSKI,95071686042
FRANCISZEK,GŁUCHOWSKA,51013077831
MAKSYMILIAN,MATCZAK,64031463195
LEON,KRASUSKA,10290100452
PATRYK,GAWRON,72021429513
EUGENIA,ŻABIŃSKI,77062461980
ALINA,ŁASKA,92040785328
MARIUSZ,JURCZYK,93071360694
STEFANIA,SAWCZUK,96122950660
MICHAŁ,KĘDZIA,70122891031
ROBERT,SOBALA,83072045739
HENRYKA,RAK,09310269202
TOMASZ,MARCZUK,52120660455
TADEUSZ,PIECHOWIAK,95100489635
DANUTA,PAWLACZYK,14292157009
KAMILA,LIPKA,19270255184
MAKSYMILIAN,ŁUKOMSKI,19302278194
GRZEGORZ,MARKOWICZ,88012588653
MONIKA,WOJTAŚ,63021512068
WIESŁAW,KUBAS,53010966394
BOŻENA,WĘGRZYN,81062257542
KONRAD,GAZDA,64101817413
ARTUR,PIĘTKA,12250609357
OLENA,NGUYEN,95040347062
SZYMON,FRĄCZEK,84082728474
STEFAN,KULIŃSKA,64041568235
MAJA,FALKOWSKI,93032730520
KAZIMIERA,KUSIAK,12210838805
BARTŁOMIEJ,KAWCZYŃSKA,71041587399
JAN,DEPTUŁA,13312075974
WACŁAW,STACHURA,62102091915
HALINA,BAJOR,13311626485
TADEUSZ,MACIEJEWSKA,61102415596
BRONISŁAW,LIS,09240939691
BARBARA,GÓRALSKA,10282562747
STEFAN,LISZKA,65012194099
MAŁGORZATA,KACZOROWSKA,02221810123
STANISŁAWA,ŚWIERCZYŃSKI,90080855586
SABINA,DOMARADZKI,52120521945
GENOWEFA,KOŻUCH,77061783188
AGATA,KLESZCZ,84071547000
PATRYK,BOROWSKI,68013051318
WIESŁAWA,BORKOWSKI,19300813362
ELŻBIETA,OKOŃSKA,55030569043
KAMILA,SKALSKI,70111306980
MILENA,ABRAMOWICZ,16303107667
HALINA,KRUSZEWSKA,81060644461
IRYNA,SOŁTYS,71030153367
BEATA,ZAŁĘSKI,93011478269
ZENON,PLUTA,81081628293
IGOR,KALISZEWSKA,09310121717
BEATA,BARCZYK,67071347047
MARIANNA,KRAVCHUK,06321452045
SYLWESTER,SOWA,03251304778
SZYMON,GÓRNIK,65090675891
BEATA,RUCIŃSKA,08251986382
KAROLINA,ROSA,14251099980
KAROLINA,WOŹNIAK,91101826503
MICHALINA,SZEWC,70020617687
PAWEŁ,SZEWCZAK,93112693815
NIKODEM,POPIEL,51031981651
JAKUB,KŁOSOWSKA,04311104770
ANTONINA,JANOWICZ,98113045067
WIESŁAWA,BUDNIK,09240409666
RADOSŁAW,SINGH,65092474450
ALINA,RYBAK,56042665943
MIECZYSŁAW,MĄCZYŃSKI,09210899217
OLIWIER,ĆWIK,10212851792
MARCEL,BARTKOWIAK,92040664232
NATALIIA,KĘDZIERSKA,87111994145
IRYNA,TOPOLSKI,99100675760
WACŁAW,SZYDŁO,00280445597
SYLWESTER,CAŁKA,82040603777
MICHALINA,SHEVCHENKO,60081350946
TOMASZ,KONARSKI,13232896679
DANIEL,MODZELEWSKI,64041396573
STEFAN,PIETRASZEK,62111981672
AGATA,KOWALKOWSKI,00301791289
DOMINIKA,WALIGÓRA,99042088268
JAKUB,PAWŁOWICZ,62021570371
MIECZYSŁAW,JABŁOŃSKI,71120800797
MONIKA,MATCZAK,61080637922
FRANCISZEK,BOROŃ,05220996115
PATRYK,OLCZAK,12300614759
BOGUMIŁA,PAWLUK,55081798186
BARTOSZ,POŚPIECH,88081806373
JAROSŁAW,CHUDZIŃSKA,85062264557
EUGENIUSZ,KOZIŃSKI,73122799316
TOMASZ,KOKOSZKA,51121354914
MAGDALENA,KAŹMIERSKA,57052644142
CZESŁAWA,PAWLACZYK,17220974967
ANDRII,PARZYCH,08210484658
ŁUKASZ,MOCZULSKI,71020295930
MARCIN,BUGAJ,94122120913
PATRYCJA,OKOŃ,96010299288
ZOFIA,WÓJCICKI,69092985327
GABRIELA,ZIOMEK,12302076427
MAREK,BĄCZKOWSKA,02271833295
OSKAR,BLOCH,52030504650
HENRYK,DZIK,53012718234
MARIA,BARAN,65070603445
WIESŁAWA,BISKUP,73060497187
JUSTYNA,SAŁEK,58070385602
SERHII,DRABIK,61111678371
HALINA,MISIEWICZ,96021357168
ANNA,ROŻEK,53101522568
KAMILA,GUZ,56092624549
MARIOLA,MITURA,00262752204
MIECZYSŁAW,SOBOTA,14241215411
EUGENIA,KRAWIEC,16312842580
MIKOŁAJ,SŁOWIK,13241759491
FILIP,WILKOWSKI,81042448733
WIESŁAWA,GAWRYŚ,82031786809
EWELINA,KUBIŃSKA,65051631760
